Geography,Q3 1992,Q4 1992,Q1 1993,Q2 1993,Q3 1993,Q4 1993,Q1 1994,Q2 1994,Q3 1994,Q4 1994,Q1 1995,Q2 1995,Q3 1995,Q4 1995,Q1 1996,Q2 1996,Q3 1996,Q4 1996,Q1 1997,Q2 1997,Q3 1997,Q4 1997,Q1 1998,Q2 1998,Q3 1998,Q4 1998,Q1 1999,Q2 1999,Q3 1999,Q4 1999,Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q42003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012
Canada,10.9,11.1,12.1,11.7,11.1,10.7,12,10.7,9.8,9.2,10.5,9.6,9.2,8.8,10.3,9.5,9.4,9.3,10.2,9.4,8.7,8.2,9.2,8.3,8,7.6,8.5,8,7.4,6.5,7.3,6.7,6.8,6.4,7.5,7.1,7.1,7.2,8.5,7.7,7.5,7,8,7.7,7.7,7,7.8,7.2,7.1,6.7,7.4,6.8,6.7,6.1,6.9,6.2,6.5,5.8,6.6,6,6,5.5,6.3,6,6.2,6,8.3,8.4,8.5,7.8,8.7,8.1,8.1,7.1,8.1,7.5,7.4,6.9,7.8,7.2
